title	age_gender	question	date	answer	answer2	answer3	answer4
Veninde har det samme crush som mig...	Pige   13 år	Jeg er en pige på 13 år. Der er en dreng fra min klasse som min veninde og jeg er lidt vilde med...	01-Sep-15	"Hej, jeg er en pige på 14 år.

Først vil jeg lige skrive tillykke med din forelskelse... Men betyder ham drengen mere for dig end din veninde? Kan du forestille dig, hvor meget det kan komme til at ødelægge dig og din venindes venskab?

Jeg vil helst ikke vælge side, men jeg vil alligevel meget gerne hjælpe dig...

... Du kan prøve at flirte lidt med ham, når han ikke er sammen med din veninde. Det giver dig en bedre chance hos ham. Når I har haft flirten kørende i lang tid, kan du også prøve at flirte med ham, når din veninde ser det. Det gør det lidt sværere for hende, at flirte med ham.

Jeg synes altså, at du skal overveje det meget. Det kan ødelægge dig og din venindes venskab, det kan såre din veninde tigtig meget og du bliver måske også ked af det, hvis drengen vælger hende i stedet for dig. Vær meget forsigtig med, hvad du gør.

Mange gange hel og lykke her fra."	"Hej med dig

Jeg har været ude for præsic det samme som dig for 1/2 år siden. Jeg syntes at du skal lærer ham bedre at kende og spørge ind til ham i starten, det kan godt være lidt pinligt i starten men efterhånden i lærer hinanden bedre at kende bliver i også bedre venner. Hvis han begynder at skrive med dig er det måske et lille tegn på at han er lidt vild med dig. Så hold øje med om han kigger på dig, skriver med dig eller måske flirter en lille smule med dig. Hvis han gør det kan du jo også begynde at flirte en lidt med ham.

Håber du kunne bruge mit råd som sagt har prøvet det og bruger de råd jeg brugte.:)"	null	null
Kærester med en på 16?!	Pige   13 år	jeg går i 7 klasse og jeg har valgfag sammen med en helt vildt sød dreng.	26-Aug-17	"Hej, Jeg ved at kærlighed er mærkeligt. Men hvis i bliver ved med at være kærester, og i har.... Sex... Så kan i få nogen rigtigt store problemer og din kæreste kan faktisk komme i, fængsel. Hvis i elsker hinanden så venter 1-2 år før i gør noget. Håber det hjælper????????"	"Jeg synes han lyder som en virkelig god kæreste, og bare fordi at han er ældre behøves det ikke skræmme dig. Det betyder nok bare, at han har mere erfaring, og det kan hjælpe dig første gang. Hvis han er en god kæreste, respektere han dig også.

Men i skal nok vente til du bliver 15 år, ellers er det strafbart for ham.

Men forsæt bare med det andet, hvis i elsker hinanden, så skal i nok finde ud af det hele."	Du skal vente til at du bliver 15 ellers kan han ende med at komme i fængsel	Jeg synes også at du skal vente til du bliver 15
Forelsket i min ex	Pige   15 år	"Ville i være søde at hjælpe mig, med i problem.

Min ex-kæreste og jeg slog op for to år siden, og ca for et år siden blev ham og min veninde kærester, ville det så være okay, at blive kærester med ham igen, altså hvis det os er min venindes ex-kæreste??"	08 Oktober 2017	vis det er ok med din veninde. Men det er jo ikke sikket at han sige ja	"Hvis det okay med dig, ham og/eller hende. Så ingen problemer.

Set fra mit synspunkt, så ville jeg aldrig gå tilbage til en fuser.

Jeg ville mene, at man bliver ekskærester af en grund.

Der er undtagelser, men oftest er det ikke sådan."	Det gør ikke noget jeg har også prøvet det men bare prøv at spørg din veninde før du spørger din ex om i skal være kærester????????????????????????	"Hej med dig,

Jeg ville selvfølgelig mene det ikke er okay at man er kærester med sin venindes ex-kærester.. men din veninde valgte jo at være kærester med DIN ex-kæreste. Hun tænkte jo ikke ligesom dig, om det er okay er blive kærester med sin venindes ex-kæreste."
Deler crush med min bedsteveninde	Pige   13 år	"Jeg er en pige på 13 som er ret vild med en dreng, som en af mine venner havde introduceret mig for."	18-Dec-17	Jeg synes du skal spørge din veninde først. For hvordan ville du slev have det hvis de blev kærester bag din ryg?	"Jeg synes du skal snakke med din veninde først. Høre om hvordan hun vil føle hvis du kom sammen med ham eller bare skrev med ham. Omvendt det skal hun self også med dig.

Jeg håber du/I finder ud af det :)"	"Jeg har lige stået i samme situation selv. Det kom så langt ud, at min veninde sagde til mig til en fest vi var til, at hvis jeg snakkede med ham her skulle vi ikke længere være veninder. Jeg blev selfølgelig ked af det, for ville hverken miste hende eller ham, men jeg synes helt klart du skal snakke det igennem med din veninde, inden du inddrager drengen, ikke lad en dreng komme imellem jer! Når alt kommer til alt er venskab som regelt stærkere end forhold. Uanset hvad i finder ud af, så husk at der altid er en til jer begge to derude et sted, det er ikke sikkert, at det nødvendigvis lige behøver at være ham her, selvom han måske virker som den eneste ene lige nu:)"	null
Forelsket i min bedste ven	Dreng   12 år	Please hjælp mig det er vigtigt.	30 Marts 2017	"Jeg ville anbefale at slå op min din nuværende kæreste. Det er ikke sjovt at være kærester med en som ikke elsker dig tilbage :) Og bare bliv ved med at være venner med din bedste pigeven. Din forelskelse går sikkert væk i løbet at det næste par måneder. Og det ville ikke være godt hvis det blev akavet mellem jer.

Men det er helt op til dig, det er bare hvad jeg ville gøre."	Hej. :)	Syntes du skal slå op med din nuværende kæreste vis du føler du bedre kan lide hendes veninde og Maple vente en uge eller noget få at din kæreste ikke føler jeg undnyttede	Venner før kærester. Husk det.
Er jeg til det samme køn eller bare en fase? hjælp!	Pige   13 år	"I starten tænkte jeg bare at jeg var til drenge men så var der en pige som jeg blev gode venner med og så begyndte jeg at få sommerfugle i maven når jeg tænkte på hende og ville gøre alt for hende, jeg begyndte at få det sådan med flere piger og det føltes altid som et hul i maven når de sagde de ikke var til piger. Så hjælp!"	13-Aug-17	Hey du.	"Hej

I en alder af 13, sker der en masse ting med din krop. Under puberteten, kan der ske mange ændringer både psykisk og fysisk. Højest sandsynligt er du stadig i forandring, så mange ting kan nå at ske med din krop, inden du når voksen-alderen. Gør hvad der gør dig glad og tryg. Du behøver ikke at være enten til piger eller drenge! Udforsk din seksualitet. Jeg vil råde dig til at vente nogle år med at fastslå din seksualitet, da du igen, er i udviklingsfasen/puberteten. Men der er intet galt i at være interesseret i piger i din alder. Jeg er sikker på du deler den samme følelse med masser af andre piger.

Husk at lade være med at lade andres holdninger/meninger påvirke dig. Man kan absolut ikke påtvinge en seksualitet!

Jeg ønsker dig alt det bedste i fremtiden."	Du kan jo altid give det en chance og se. Nogle gange må man jo se hvad der sker og du kan jo stadig være til begge køn selvom du måske synes en pige er køn (biseksuel)	"Hej

For mig lyder det som om, at du højst sandsynligt er biseksuel eller homoseksuel. Det er selvfølgeligt ikke noget du selv bestemmer.

Jeg ved godt at af en alder på 13 år, kan det være tidligt, men prøv at forestille dig at skulle have sex med en pige. Hvis du tænder på det og ikke tanken ved sex med en dreng, er du nok homoseksuel. Hvis du tænder på begge senarier er du nok biseksuel."
Venne Problem	Dreng   13 år	"I sjette klasse flyttede en ny pige ind i min klasse. Hun var allerede meget populær, da hun spillede fodbold med mange af de andre piger."	24 maj 2016	"Nu er jeg selv en pige. Og hvis jeg var blevet sur på min bedste ven så gad man godt at modtage en besked som minder lidt om den her:

""Jeg føler at du er sur på mig. Og det er måske sandt. Men jeg kan ikke lide at du er sur på mig. Du er min bedste veninde, og jeg har det svært uden dig. Du ved godt selv at jeg har været forelsket i dig. Og derfor såre det mig. Når det virker som om du ikke gider mig mere. Jeg ved ikke hvad jeg har gjort. Men hvis du kunne tænke dig at fortælle mig det, ville jeg rigtig gerne have det ad vide. Og jeg er her for dig hvis du har brug for noget."" Jeg ved jo ikke helt hvordan din veninde er. Så jeg ved ikke hvordan hun ville have det. Men det ville jeg da blive glad for at få ad vide af min bedste ven. Så det ville være min hjælp. Håber dun kunne bruge det. Det skal nok gå:-)"	"Selvom jeg er en pige, har jeg nogenlunde prøvet det samme.

Hvis du ved hvor hun bor, synes jeg du skal sige undskyld ansigt til ansigt.

Hvis du stadig er vild med hende synes jeg også at du skal sige det til hende, og bare håbe at hun også kan lide dig.

Det hjælper aldrig bare at skrive til folk, så derfor synes jeg at du skal sige det ansigt til ansigt."	"Altså du kunne jo prøve at ringe til hende enten over Skype eller mobilen, så i ikke misforstår hinanden. Og så prøv at få hende til at forklare hvorfor hun er sur. Men der er nogle ting du helst ikke skal sige som f.eks. ""Jeg ved godt nok ikke hvad jeg har gjort, men undskyld"" eller bare det at sige undskyld uden at mene det. Du kan også skrive til hende at det gør dig ked af det og at du gerne vil tale med hende om det så i kan blive venner igen. Jeg tror nemlig at hun læser dine beskeder selvom hun ikke svarer ;-)

Håber du kan bruge mit råd.

Kh. Fidus"	Hej 13 årig dreng.
Min veninde hader mit Crush	Pige   14 år	"Jeg kan rigtig godt lide en fra min overgang, og er ret sikker på, at han også godt kan lide mig."	26-Aug-17	"Hejsa dig.. Kan godt se at det er svært, men faktisk sys jeg at du skal stå ved dig selv. Der er intet galt i at i synes at hinanden er søde (det er meget sødt heh) og hvis hun har et problem kan man så overhovedet kalde hende en veninde? Ved det måske er lidt kold skrevet og sådan, men jaer.. Jeg håber du kunne bruge det til noget.. Held og lykke <3"	bare sige det til hende og hvis hun bliver sur så er hun ikke en truefriend and just let it goooo	"Sig det til hende, det vil virkelig kunne gøre det nemmere for dig. Jeg tænker også at hun vil respektere det, i hvert fald hvis hun er en god veninde. Hun burde også støtte dig, og det ville nok kunne hjælpe dig.

Jeg ved godt at det måske er svært at sige, men prøv !

Jeg håber at du finder ud af noget, så du kan få snakket med ham!"	"Fortæl til hende hvad du føler! Hvis hun ikke tager imod det godt,og stopper med at svine ham til. Så lad vær med at være sammen med hende?<3 Kæreste holder kun i 5 måneder, men bedstevennner holder i flere år! Hvad føler du bedst hvis i kommer op at skændtes?<3"
Nudes	15 år	men jeg er ret vild med ham så hva gør jeg han vil kun skrive med mig for nudes?	22-Sep-17	"Du skal tænke grundigt om det.

Mange af billederne bliver sendt videre til alle mulige????????Jeg ville ikke gøre det."	så er han ikke den rette for dig	Sig det læren..	"Hej.

Det tyder desværre på, at han ikke er interesseret i dig, men han bare er interesseret i nudes fra dig. Han lader ikke til at være din tillid værd (i dette tilfælde). Du skal for alt i verden ikke sende det til ham eller nogen andre, da det med stor sandsynlighed er for fristende for folk at sende det videre, så det i værste tilfælde kan ende med at ødelægge dit liv. Som hovedregel skal man aldrig have eller tage nøgenbilleder af sig selv og/eller andre. Det er det mest sikre.

Selvom din forelskelse kan gøre det svært for dig, er det bedste du kan gøre i denne situation at være tro mod dig selv og holde dig fra ham. Jo hurtigere du trækker dig, jo hurtigere og lettere kommer du videre.

Hel & lykke. Mvh. :-)"
hemmeligt forelsket i den samme	Pige   13 år	få ca 4 måneder siden bliv jeg meget vild med en fyr men for ca 2 uger siden fandt jeg ud af at to af mine vininder også var vild med ham	10-Feb-17	"(Har ikke prøvet at være forelsket)

Jeg har hørt at det kan være svært når man er forelsket, men jeg tror på at din sitoetion er mere svær, der kan nemlig være men masse jalousi, mellem jer veninder, derfor syndtes jeg det er godt du ikke har sagt noget, men og derfor vil jeg råde dig til at vente til at forelskelsen går.Væk  for efter hvad jeg har hørt så varer forelskelser ikke evigt, så vær tåndmodi, det ville være bedst for jer alle så i ikke kommer op i et højerer skænderi"	"Kære Pige.

Forelskelse er helt normalt, men hvis dine veninde også kan li ham. Er det skidt. Jeg ved det er mega svært, men fortaæl HAM at du kan li ham. På den måde kan du komme videre eller finde ud af om han kan li dig. Det er svært, men det er måske bedre"	Du skal bara sige det til dine venner	"Hej

Puha, det lyder ikke så godt. Jeg ved ikke hvor tæt du er med dine veninder, men mon ikke det er den bedste ide, at fortælle dem det? Du behøver ikke fortælle, hvor meget du faktisk kan lide ham, men bare at du også synes at han er sød osv. Så er de også klar over det, og så vil de måske tænke mere over hvad de siger?"
Hjælp piger!!	Dreng   14 år	Har den her kæreste vi har ikke hyggede os ud over det selvvandelige.	21 maj 2017	"Hej.

jeg er en pige, jeg synes ikke det betyder så meget om en dreng har sixpack."	Hej jeg er en pige piger er stort set altid ligeglade om drenge har sixpack eller ej fordi det er personligheden der gælder????????????	"Hej

Der er absolut ingen der siger at ens kæreste skal have sixpack. For nogen kan det dog være vigtigere end for andre. Hvis du vender det til en drengs synspunkt på piger: synes drenge at piger skal have store bryster eller en god røv for at være tiltrækkende?? Hvis man bare kan lide hinanden nok, betyder den slags ingenting. Men prøv at spørg hende!

Piger kan for det meste godt lide ligefremhed"	"Hej, jeg er selv en pige på 16 år, og har en kæreste. Min kæreste har heller ikke ligefrem en veltrænet sixpack, men for mig er han stadig helt fantastisk.

Hvis i virkelig godt kan lide hinanden, så betyder sådan nogle ting overhoved ikke noget"
Forelsket.	år	"Måske er der sikkert nogle der vil skrive at jeg skal sige det lige ud, men det kan jeg bare ikke, lige meget hvad."	16-Apr-15	"Hey du!

jeg er i næsten samme båd, men en ide til dig kunne være at invitere hende ud.

I biografen, En tur i byen , sådan noget. Vis hende du er interesseret.

ellers, kunne du holde en fed fest, for både din, og din parallel klasse, og der kan du introducerer dig selv.

Held og Lykke!"	"Først og fremmest synes jeg du burde vælge, for det er noget værre rod, hvis du 'lægger an' på to piger, og det kan måske ødelægge de to pigers venskab."	Jeg synes du skal vise du kan lide hende og spørge hvad hun synes om dig du kan også invitere hende ud på en date med et brev det kunne fx.dit ynglingssted i din by eller der hvor du bor det er noget du skal samle mod til for der kan være svært håber det lykkedes dig at bruge dine råd	"Da jeg var på din alder kunne jeg ofte forveksle forelskelse, med det bare at være glad for at snakke med piger. For piger er jo helt naturligt dejlige at snakke med! Og hvis du normalt ikke så tit snakker med piger, kan dette godt være tilfældet, ikke at jeg siger det er det! Så mærk efter hvad det egentlig er du føler, og tag derefter igen stilling til dit problem, måske har det ændret sig derefter...?

En god måde at finde ud af hvad du føler, er ved at være ærlig over for dig selv."
store indre skamlæber	år	"Jeg er en 14 årig pige, som har en kæreste jeg holder vildt meget af. (han er også 14) , vi har snakket lidt om sex, fordi det betyder tillid for både mig og ham.. men ja, vi elsker virkelig hinanden, og føler os begge parate, men så er det sådan jeg har et problem... mine indre skamlæber er virkelig store!"	12 Juli 2015	"Min kæreste har også lidt store skamlæber, men jeg jeg syntes bare det er frækt. Det er jo ikke som sådan et råd, men som du selv skriver. Det kan være rart at vide at, der også er andre piger, eller retter sagt kvinder, derude der også ser sådan ud forneden. Så det skal du ikke være ked  af, det er meget kvindeligt med fyldige skamlæber"	"Hej du!

Selvom jeg er 16 og er uden kæreste, står jeg med præcis samme problem! Og det er intet mindre end forfærdeligt.. Har søgt lidt på nettet, for mistænker også mig selv for at have svamp - og alle symptomerne passer. Hvis du er i tvivl, er dette link meget nyttigt:

http://www.canesten.dk/da/Underlivssvamp/Symptom.html

Har ligesom dig også gået med det i længere tid, uden at turde gøre noget ved det, men har besluttet, at der må gøres noget ved det nu, for lortet kan sku smitte din partner - og hvis I så småt begynder at overveje sex, kan jeg kun anbefale dig at gå til lægen med det. Har selv tænkt mig at gøre det samme, for har egentlig sådan lidt halvt en dreng, og vi kan lide hinanden og det drejer også mere og mere i retningen, som du og din kæreste. Men gud hvor ville der ikke være noget mere forfærdeligt, end hvis jeg smittede ham - kan slet ikke holde tanken ud! Samtidig skræmmer tanken om et lægebesøg mig også, men jeg må bide tænderne sammen, for det fortjener ham jeg er sammen med - og din kæreste ligeså. Så mit råd: søg læge, inden det er for sent, i har haft sex og du så smitter ham.

Mht. dine skamlæber, kan jeg ikke være andet end enig og kan nikke genkendende til, hvordan du er flov over at vise dig nøgen. Har haft samme problem siden jeg var mindre, men har lært at acceptere dem nu, for der er sku ikke noget at gøre, og hvem koncentrerer sig om det, når man først er intim? I hvert fald ikke din kæreste - og hvis nogen gør, er de absolut ikke værd at holde på.

Håber, du kunne bruge det til noget - jeg ville i hvert fald ønske, at nogen havde revet op i mig for nogle år siden med et klap på skulderen og et godt råd."	Bare rolig du er ikke den eneste?jeg har det ligesom dig.du er ikke alene	"Hej

Jeg har også meget store skamlæber, hvilket jeg i længere tid har været flov over. Til tider stadig irriteret over dem, men efter jeg mistede min mødom er det faldet lidt til jorden. Jeg har nu været sammen med en del, og aldrig har jeg hørt kommentarer, mærket mærkelige blikke eller følt at drengene synes det var ""usexet"". Så tror egentlig ikke det betyder så meget igen, og da slet ikke nu da i er kærester og holder meget af hinanden."
Crush	Dreng   12 år	"Jeg mødte hende nede i gågaden for ca. Et par måneder siden, hvor vi bare hislte på hinanden og fortalte hvilke skoler vi går på. (Vi bor i samme by)"	03-Apr-16	"Hej dreng.

Jeg har selv været vild med en, som også var super sød.

Altså du kan jo gøre flere ting.

Det jeg ville have gjort var nok:

Først jeg have skrevet skrevet følgende: Mig: Okay:)

Mig: Sorry, jeg kom til at skrive til en forkert.

Hende: Det er helt i orden/ intet problem.

Mig: Vent lidt... Har jeg ikke mødt dig, et eller andet sted."	"Hej.

Jeg kan godt forstå, at du synes, det er svært at tage kontakt første gang. Det synes jeg også, at det er, men jeg vil råde dig til at starte med at skrive til hende om noget, der vedrører jeg begge to. Jeg mener noget i stil af, hvornår der loppemarked, fest eller noget i jeres område. Eller endnu bedre: Bare skriv noget i stil af: ""Hej (navn). Hvordan går det?""

Jeg håber, at det kunne bruges til noget. Hel og lykke med det."	"Hejsa, kan godt se det er svært, men her har jeg bare lige hvad jeg syntes du ska, gøre. ????????

1) start en samtale piger venter altid på at drengen starter en samtale fordi de er alt for generte.

2) ^^^ HVIS! I er begyndt at snakke samme så skriv om i ikke kan modes på en cafe ved gågaden det vil hun elske.

3) du kan fortælle hende { FACE TO FACE } at du har følelser for hende / måske har hun også for dig \"	"Bare starte med at skrive med hende. Lad vær med at spørge, om I skal mødes før I har skrevet i noget tid. Ellers kan du godt fremstå lidt desperat."
Vil have en kæreste eller bare blive forelsket	Dreng   12 år	og jeg er næsten lige flyttet fra Sjælland til Jylland og jeg kom ind i en klasse og skulke så skifte klasse og jeg vil gerne have en kæreste eller bare blive forelsket for det er en dejlig følelse	24-Apr-17	"Spørg hende. Hvis hun siger nej, så tag det pænt. Hvis hun siger ja, så kan du bare hoppe rundt og danse????"	lær personen at kende. Hvis hun er single så spørg hende når du føler dig klar. Siger hun ja så er det jo super. Siger hun nej er der ikke andet at gøre end at komme over det.	"mange tak det skal jeg nok huske

KH  klinge"	Spring ud i det der sker ikke noget man kan blive lidt ked af det men så venter man jo bare på næste gang ????
Hjælp!	Pige   13 år	"Der er en dreng fra min klasse som jeg ret godt kan lide, men problemet er at min veninde også kan lide ham."	16-Dec-16	"Jeg synes du skal gå efter din mavefornemmelse, det er det bedste"	"Du kan sagtens både være sammen med din veninde og med ham, hvis du bare snakker om det sammen. Det er vigtig i et forhold, ligemeget om det er et venskab eller sammen med ens kæreste, at man snakker om ting og kommunikere. Jeg forslager at du fortæller din veninde hvordan du har det og er sammen med din flirt, hvis du vil det."	"Jeg kan også lide en dreng :)

Min veninde kan også lide ham, men man kan ikke eje en dreng ;)

Jeg ville svare ja hvis du virkelig godt kan lide ham!!"	"Du kan ikke bestemme hvem han kan lide, og vis du kan lide ham, og i begge to har følelser for hinanden, så kan du ikke sige nej tak fordi hun kan lide ham. Vis hun er en sand ven, så er hun glad på dine vegne, selvom hun nok er ked af det, men så må du jo stadig være der for dig."
Fuckboy eller ej?	Pige   15 år	"Jeg står i et stort dilemma.

Jeg har skrevet den her fyr sådan seriøst siden sommerferien. Vi har kendt hinanden i 2 år snart og jeg er sådan lidt forvirret hvad vi er. Men det er også ligemeget."	26-Nov-17	Han er en fuckboy hvis han er sammen med flere på samme tid!	"Disse typer, skal du holde dig fra! Har oplevet det så mange gange, rent ud sagt vil de typisk bare have Sex med dig og så droppe dig"	"Hejsa!

Når du skriver at han sendte et DP til dine veninder og ikke dig, så er den første tanke jeg for, at han ikke ville virke for fuckboy agtig, og ødelægge det i har bygget op.

Nu når du skriver at han har en kæreste, så snak med ham. Der er jo ingen grund til at spille mere tid på ham, hvis ikke han vil noget. Få et endeligt svar, om I er mere end venner, eller kan blive det."	Hvis du kan lide ham så blive ved med at lide ham.
En kæreste?	Pige   12 år		14-Aug-16	"Hej,

Jeg tror ikke det er noget du skal gå over tænke vildt meget over, du er stadig meget ung (jeg ved godt det er irreterende når folk siger sådan, men det er du,) og jeg er sikker på du er en skøn pige, så det skal nok ske når det er helt naturligt. Husk at lade være med at sammenlign dig selv med dine veninder, de er jo ikke dig, og måske er der er dreng der har et godt øje til dig, uden at du ved det. Jeg tror på at kærligheden finder en, når man ikke leder efter den.

Jeg ønsker dig alt muligt held og lykke.

Venlig Hilsen"	Hey altså jeg vil sige det er ikke tidligt og du skal bare lukke det ude med din ven og du er sikker fantastisk men det ved drenge IK og jeg vil love dig du finder den fyr du drømmer om.	"Da jeg var på din alder vil jeg også rigtig gerne have en  kæreste. Ikke fordi jeg vil have en, men fordi at det var ""sejt"". Det var bare ikke sejt, måske lidt barnligt fordi man bare ""leger"" kærester for at få opmærksomhed. Jeg tror ikke at dem fra din klasse er klar til at have et modent forhold ligesom dig. Men husk: kun få en kæreste hvis du er forelsket/tiltrukket af personen, ikke hvis du er forelsket i ideen <3"	"Hej pige.

Det er ikke for tideligt at få en kæreste som 12-årig. Men du skal ikke føle dig presset til at få en, fordi andre har det. Faktisk har langt de fleste ikke en kæreste. Det er HELT normalt.

Det er altid en dårlig idé, at være kærester med en person man ikke elsker på den måde. Det skal være fordi, at du virkelig elsker den person, ikke fordi du elsker tanken om, at have en kæreste. Der er også massere gode ting ved at være single. Fx. har man bedre tid til veninderne og/eller vennerne, og man skal ikke konstant tage hensyn til en kæreste.

Og du skal nok få en chance for at få en kæreste på et tidspunkt. Det behøver du ikke at bekymre dig om."
Ved ikke hvad jeg skal gøre.	Ønsker ikke at svare   12 år		12-Dec-17	"hvis i er gode venner vil hun forstå det,"	"Hej pige

Hvis du godt kan lide ham og han kan lide dig så er den bare ikke længere end at han er din. Selvom din veninde er så vild med ham er det dog han kan lide og ikke andre. Gode venner skal nogen gange bare respektere at hvis deres drømme kæreste kan lide en anden er det bare sådan det er. Du kunne enten sige det til din veninde eller sige til ""drengen"" at din veninde godt kan lide ham.

Håber du kan bruge det ;)"	"Hvis både dig og din veninde er vilde med ham, og han ikke kan lide nogle af jer endnu - så skal ingen af jer prøve på noget!

Det virker dog som om, at du kan lide ham og omvendt. Hvis det er tilfældet, så synes jeg, at du skal konfrontere din veninde og bede hende lade være med at gøre de ting som hun gør, for det virker som om det går dig på.

Hvis hun er en rigtig veninde vil hun helt sikkert forstå dig - men giv hende tid til at komme over det, for hun er jo også vild med ham."	null
"Forelsket, hjælp."	Fritekst   14 år	"Jeg er en dreng på 14 år.

For 2 år siden skiftede jeg skole,"	20 Marts 2018	"Hvis du er vild med hende så tag kontakt til hende! Der er ingen der siger man skal gå på samme skole for at være sammen? Hvis jeres forhold kommer til at betyde noget vil i helt sikket ses udenfor skolen... Et godt råd er at du ikke bare prøver at glemme hende for tro mig det hjælper ikke. Det har jeg selv prøvet og når jeg ser den person jeg følte noget for flere år efter, fortryder jeg stadig at jeg ikke gjorde noget :( så skriv til hende hvis du tænker på hende, for hvad er det værste der kan ske? ;)"	"Hej jeg syntes at du skal skrive til hende og prøve at mødes og være sammen med hende så du kan lære hende at kende.

hvis du stadig har følelser for hende skal du sige det til hende, du har jo intet at miste, kun noget at få!! Håber at det hjalp

- hende hestepigen"	"prøv at skrive til hende og se om hun også virker interreseret, hvis hun gør syntes jeg at du skal prøve og spørger om i skal være sammen. men hvis ikke virker interreseret så bare drop det, der er massere af andre søde piger"	null
Gør jeg det godt nok??	Pige   13 år	Jeg er en pige på 13 år:)	04-Jan-18	Hej 13 årige pige.	"Jeg har selv været i samme situation, som dig, altså og være bange for at man ikke kysser godt. Jeg snakkede med mine to veninder om det. Den ene af dem har kysset/snavet mange gange før, mens min anden veninde sagde hun havde det på samme måde. Vi snakkede lidt frem og tilbage, og af en eller anden grund blev jeg meget mere selvsikker omkring det! Så da jeg fik en ting med en dreng, sagde jeg til ham, at jeg aldrig havde kysset nogen før, og han var helt overrasket over det (han sagde at han ikke forstod det nu hvor jeg var så pæn osv, haha), men hvertfald! Efter nogen få dage så vi film med nogen af vores andre venner, og vi blev fanget i et moment, også kyssede vi bare. altså, det var helt naturligt, og der var ingen problemer i det. Han sagde endag at jeg var en god kysser! Så altså min råd i korte træk er vel at du bare skal sige til ham at du aldrig har kysset en før, også når det endelig sker mellem jer, bare lad det komme! Altså go with the flow eller whatever. Aha :))"	"Hej 13 årige pige.

Jeg kan godt se dit problem. Jeg var også meget nervøs, da jeg skulle have mit første kys. Men at du gerne vil, og udfra det du skriver, lyder det også som om, at han rigtig gerne vil dig.

Du skal tage det stille og roligt og finde et tidspunkt du synes, er det bedste. Jeg mener ikke, at det behøver at være planlagt for, at det kan blive helt fantastisk. Bare husk at hvil i dig selv"	null
Jeg er vild med en dreng som jeg ikke ved om er vild med mig hvad gør jeg ?	Pige   10 år	er der nogle der ved hvad jeg skal gøre for at blive kærester med ham ?	28-Feb-16	"Hej.

Jeg synes, først og fremmest at du skal lære ham bedre at kende. Hvis det er en du går i klasse med, så er det lidt lettere at være sammen med personen. Spørg ham evt. om han kan være sammen, altså ""lege sammen"" efter skole. Du kunne også bare begynde at tale lidt mere til ham, og være sammen med ham i frikvarterene.

Når du virkelig ikke kan holde ud mere at 'kun være venner' synes jeg du skal finde det helt rigtige øjeblik og tage det helt roligt, og bare sige det lige ud!"	"Hej

Jeg syntes at du først skal sige hej til ham når du møder ham på skolen. (Vis han ikke går i din klasse og vis han gør) Vis han går i din klasse kan du prøve at tale med ham nogle gange og lære ham at kende. Håber i bliver :)"	"Hej

Jeg synes at du skal lære ham bedre at kende. Det kan være lidt svært at gå over til ham, men jeg synes at du skulle prøve det.

Håber at du finder ud af det."	"Hej,

jeg synes du skal prøve tale lidt mere med ham og lære ham bedre at kende

spørg ham om han kan ses en dag efter skole

du kan jo også være lidt sammen med ham i frikvarterene vis han går på din skole

når i så er blevet rigtig gode venner kan du jo spørge om i kan komme sammen

håber du kunne  bruge min hjælp

hilsen popi"
Kærester med 3 års mellemrum?	Dreng   16 år		26-Jan-16	"Hej.

Det kommer nok meget an på jeres tanker. Man har jo også forskelige meninger, men min mening er helt klart, at selvfølgelig skal i da være sammen. Hvis i begge er klar, har kærelighed ingen alder;)

-

Knus.."	"Selvfølgelig kan I da være sammen! Kærlighed har ingen alder :)

I skal bare være forberedte på, at I er i hver jeres del af livet lige nu. Når man er så ung som nu sker der meget på bare et år. Jeg har fx en ven der er 2 år ældre end mig. Da vi var små var det ikke noget man tænkte over. Nu har han pludselig været et år på efterskole, går i 1.g, bliver 18 til sommer og skal til at køre bil mens jeg ikke engang er gået ud af folkeskolen. På det plan bliver det nok lidt svært, men hvis I begge vil kæmpe for det kommer det ikke til at stoppe jer.

Jeg synes bare I skal kaste jer ud i det. Det er så skønt når man finder en man gerne vil dele sine op- og nedture med :)

God vind, håber I får det godt sammen :)"	"Hej,

jeg er helt enig med de to, der har skrevet før mig. Kærlighed har ingen grænser. Pas på det i har sammen.

Men vær forberedt på, at det godt kan komme til at føles som om, I er to forskellige steder i livet. Aldersforskellen er selvfølgelig mere normal hos voksne kærestepar.

Men det vigtigste er, at I elsker hinanden. Hel og lykke til jer to. :-)"	"hej

jeg syntes virkelig at i skulle prøve at finde sammen. Jeg mener 3 år er ingenting. Min far er for eksempel 9 år ældre end min papmor. Så søde ven, selvfølgelig skal i da prøve at finde sammen. Kærlighed kender ingen grænser. Den lader sig ikke stoppe af alder

Knus og kram til dig og din pige"
Vild med en	Pige   12 år		26 Marts 2016	hej. jeg synes at du ikke skal gøre det fordi det sætter dig ude i nogle akavede situationer. (jeg har prøvet det) men hvis du elsker ham højt nok så GØR DET!	"Hvis du ikke kender ham, skal du nok lære hans personlighed at kende, før du måske roder dig ud i et forhold med en, hvis personlighed du ikke kan lide. Lær ham at kende, før du tager det næste skridt. Måske er han en stor nar? Måske skal du bare skrive over Facebook for at lære ham bedre at kende :)"	Hvis du er vild med ham ved at smil til ham og hvis at du kan lide ham han mister interesen for dig når du ikke viser noget som helst. Og flirt lidt med ham også når du virker tryg hos ham snak med ham om din forelskelse	null
